ID;MesSiniestro;Marca;Zona;Sexo;EstadoCivil;Edad;Categoria;CostoVehiculo;TipoConductor;Modelo;Testigo;Anio;Pago;Cerrado
13331;Sep;Dodge;Urbana;Hombre;Soltero;35;Sedan;Medio;4;5mas;No;2024;13.75;1
13332;Jun;Toyota;Urbana;Hombre;Soltero;38;Deportivo;Bajo;1;5mas;No;2024;129.02;0
13333;May;Mazda;Urbana;Hombre;Casado;32;Sedan;Bajo;4;5mas;No;2024;256.85;1
13334;May;Pontiac;Urbana;Hombre;Casado;62;Sedan;Bajo;4;5mas;No;2024;126.07;0
13335;Nov;Mazda;Urbana;Mujer;Soltero;26;Deportivo;Bajo;4;5mas;No;2024;102.60;1
13336;Ago;Pontiac;Urbana;Hombre;Casado;60;Sedan;Bajo;1;5mas;No;2024;141.81;1
13337;Ago;Honda;Urbana;Mujer;Casado;23;Sedan;Bajo;2;5mas;No;2024;489.41;0
13338;Feb;Honda;Urbana;Hombre;Casado;60;Sedan;Bajo;1;5mas;No;2024;131.58;1
13339;Mar;Pontiac;Urbana;Hombre;Casado;50;Deportivo;Bajo;3;5mas;No;2024;78.96;1
13340;Feb;Pontiac;Urbana;Hombre;Casado;34;Sedan;Bajo;2;5mas;No;2024;220.05;1
13341;Jul;Pontiac;Urbana;Hombre;Casado;39;Sedan;Bajo;4;5mas;No;2024;199.95;1
13342;Sep;Chevrolet;Urbana;Hombre;Casado;45;Deportivo;Medio;1;5mas;No;2024;121.35;1
13343;Nov;Pontiac;Urbana;Mujer;Soltero;26;Deportivo;Bajo;1;5mas;No;2024;36.22;1
13344;Ene;Pontiac;Urbana;Hombre;Soltero;50;Deportivo;Bajo;1;5mas;No;2024;49.78;0
13345;May;Pontiac;Urbana;Hombre;Casado;51;Deportivo;Medio;1;5mas;No;2024;314.17;0
13346;May;VW;Urbana;Hombre;Casado;38;Deportivo;Medio;3;5mas;No;2024;6.26;1
13347;Sep;Pontiac;Urbana;Mujer;Casado;38;Deportivo;Medio;1;5mas;No;2024;48.27;1
13348;Sep;Honda;Urbana;Mujer;Casado;45;Deportivo;Alto;2;5mas;No;2024;166.35;0
13349;Oct;Honda;Urbana;Hombre;Casado;38;Deportivo;Alto;3;5mas;No;2024;128.55;1
13350;Dic;Honda;Urbana;Mujer;Soltero;31;Deportivo;Bajo;4;5mas;No;2024;127.40;1
13351;Jul;Toyota;Urbana;Hombre;Casado;45;Sedan;Bajo;3;5mas;No;2024;22.88;1
13352;Dic;Toyota;Urbana;Hombre;Soltero;33;Sedan;Bajo;2;5mas;No;2024;40.07;1
13353;Dic;Chevrolet;Urbana;Hombre;Casado;49;Deportivo;Bajo;3;5mas;No;2024;411.65;0
13354;Jul;Honda;Urbana;Hombre;Casado;32;Sedan;Bajo;1;5mas;No;2024;377.55;1
13355;Oct;Ferrari;Rural;Hombre;Casado;43;Carga;Medio;3;5mas;No;2024;61.28;1
13356;Oct;Honda;Urbana;Hombre;Casado;34;Sedan;Medio;2;5mas;No;2024;192.44;1
13357;Oct;Honda;Rural;Hombre;Casado;56;Sedan;Bajo;2;5mas;No;2024;257.51;1
13358;Jul;Mazda;Urbana;Hombre;Casado;23;Deportivo;Alto;2;5mas;No;2024;66.94;1
13359;Sep;Pontiac;Urbana;Hombre;Soltero;24;Sedan;Bajo;4;5mas;No;2024;136.55;1
13360;Sep;Mazda;Urbana;Hombre;Soltero;34;Sedan;Bajo;2;5mas;No;2024;90.66;1
13361;Jul;Honda;Urbana;Hombre;Soltero;46;Deportivo;Alto;3;5mas;No;2024;159.67;1
13362;May;Mazda;Urbana;Hombre;Casado;43;Sedan;Medio;2;5mas;No;2024;34.54;0
13363;May;Mazda;Urbana;Hombre;Soltero;33;Sedan;Bajo;4;5mas;No;2024;78.99;1
13364;May;Pontiac;Urbana;Hombre;Casado;38;Sedan;Bajo;4;5mas;No;2024;75.88;0
13365;May;Mazda;Urbana;Hombre;Casado;47;Sedan;Bajo;3;5mas;Si;2024;13.44;0
13366;Ene;Mazda;Urbana;Mujer;Casado;42;Deportivo;Medio;4;5mas;No;2024;21.03;0
13367;Ene;Honda;Urbana;Hombre;Casado;35;Deportivo;Medio;1;5mas;No;2024;82.09;1
13368;Nov;Honda;Urbana;Hombre;Casado;33;Deportivo;Bajo;4;5mas;No;2024;229.34;0
13369;Jul;Pontiac;Urbana;Hombre;Casado;35;Sedan;Medio;1;5mas;No;2024;48.33;0
13370;Nov;Pontiac;Urbana;Hombre;Casado;30;Sedan;Medio;1;5mas;No;2024;127.88;0
13371;Sep;Honda;Urbana;Hombre;Soltero;27;Sedan;Bajo;4;5mas;No;2024;201.64;1
13372;Jul;Pontiac;Urbana;Hombre;Casado;54;Sedan;Medio;1;5mas;No;2024;87.15;1
13373;Jul;Honda;Rural;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;119.17;1
13374;Mar;Honda;Urbana;Hombre;Casado;41;Deportivo;Medio;4;5mas;No;2024;15.44;0
13375;Mar;Mazda;Urbana;Hombre;Casado;33;Sedan;Bajo;2;5mas;No;2024;18.46;1
13376;Abr;Saab;Urbana;Hombre;Soltero;29;Sedan;Medio;1;5mas;No;2024;536.00;0
13377;Ene;Pontiac;Urbana;Hombre;Casado;55;Sedan;Bajo;4;5mas;No;2024;64.12;1
13378;Ene;Mazda;Urbana;Hombre;Casado;40;Sedan;Bajo;2;5mas;No;2024;78.64;1
13379;May;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;2;5mas;No;2024;386.17;0
13380;Jun;Ford;Rural;Hombre;Casado;65;Sedan;Medio;1;5mas;No;2024;267.83;1
13381;Oct;Honda;Rural;Hombre;Casado;68;Sedan;Alto;3;5mas;No;2024;58.60;0
13382;Sep;Chevrolet;Rural;Hombre;Casado;26;Deportivo;Bajo;1;5mas;No;2024;90.73;0
13383;Oct;Pontiac;Urbana;Mujer;Soltero;42;Deportivo;Bajo;2;5mas;No;2024;89.69;1
13384;Oct;Toyota;Urbana;Hombre;Soltero;26;Sedan;Bajo;3;5mas;No;2024;433.51;1
13385;Abr;Honda;Urbana;Hombre;Soltero;43;Sedan;Bajo;1;5mas;No;2024;140.82;1
13386;Nov;Toyota;Rural;Mujer;Casado;37;Sedan;Bajo;3;5mas;No;2024;88.00;0
13387;Nov;Honda;Rural;Hombre;Soltero;35;Sedan;Medio;4;5mas;No;2024;87.32;1
13388;Abr;Honda;Urbana;Hombre;Casado;38;Deportivo;Medio;3;5mas;No;2024;446.99;1
13389;Jul;Ford;Urbana;Hombre;Casado;56;Sedan;Medio;4;5mas;No;2024;518.36;1
13390;Sep;Toyota;Urbana;Hombre;Soltero;52;Sedan;Bajo;4;5mas;No;2024;231.68;1
13391;Nov;Pontiac;Urbana;Hombre;Casado;37;Deportivo;Bajo;2;5mas;No;2024;206.31;1
13392;Nov;Pontiac;Urbana;Hombre;Casado;29;Deportivo;Medio;4;5mas;No;2024;129.14;0
13393;Abr;Pontiac;Urbana;Hombre;Casado;48;Sedan;Bajo;3;5mas;No;2024;132.47;1
13394;Jun;Pontiac;Urbana;Hombre;Casado;39;Sedan;Medio;3;5mas;No;2024;103.00;1
13395;Jun;Chevrolet;Urbana;Hombre;Casado;62;Sedan;Bajo;4;5mas;No;2024;108.08;0
13396;Jul;Pontiac;Urbana;Hombre;Soltero;35;Sedan;Bajo;4;5mas;No;2024;144.70;1
13397;Ago;Mercury;Urbana;Hombre;Casado;75;Sedan;Bajo;3;5mas;No;2024;3.79;0
13398;Nov;Toyota;Urbana;Hombre;Casado;42;Sedan;Medio;3;5mas;No;2024;139.61;0
13399;Abr;Pontiac;Urbana;Mujer;Soltero;41;Deportivo;Medio;3;5mas;No;2024;2.83;1
13400;Abr;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;4;0y;No;2024;289.45;1
13401;Ene;Pontiac;Urbana;Mujer;Soltero;43;Sedan;Bajo;3;5mas;No;2024;70.30;1
13402;Jun;Toyota;Urbana;Hombre;Casado;52;Deportivo;Bajo;3;5mas;No;2024;88.95;1
13403;May;Pontiac;Urbana;Hombre;Casado;61;Sedan;Bajo;4;5mas;No;2024;96.18;0
13404;Jul;Honda;Urbana;Hombre;Soltero;43;Deportivo;Alto;4;5mas;No;2024;63.57;1
13405;Abr;Mazda;Urbana;Hombre;Soltero;33;Deportivo;Bajo;2;5mas;No;2024;76.79;1
13406;Jul;Mazda;Urbana;Mujer;Casado;64;Deportivo;Bajo;2;5mas;No;2024;549.77;1
13407;Sep;Pontiac;Urbana;Mujer;Casado;62;Sedan;Bajo;2;5mas;No;2024;32.83;0
13408;Nov;Mazda;Urbana;Hombre;Casado;35;Sedan;Bajo;4;5mas;No;2024;48.93;1
13409;Oct;Mazda;Urbana;Hombre;Casado;30;Deportivo;Bajo;4;4y;No;2024;59.38;1
13410;Jul;Honda;Urbana;Hombre;Casado;60;Sedan;Medio;3;5mas;No;2024;42.99;1
13411;Jun;Chevrolet;Urbana;Hombre;Casado;36;Sedan;Bajo;1;5mas;No;2024;213.59;0
13412;Sep;Honda;Urbana;Hombre;Soltero;28;Deportivo;Bajo;1;5mas;No;2024;161.06;0
13413;Sep;Mazda;Urbana;Hombre;Casado;42;Deportivo;Bajo;1;5mas;No;2024;30.99;0
13414;Nov;Pontiac;Urbana;Mujer;Casado;37;Deportivo;Bajo;3;5mas;No;2024;127.87;1
13415;Dic;Chevrolet;Urbana;Hombre;Casado;51;Sedan;Medio;2;5mas;No;2024;121.94;1
13416;Dic;Pontiac;Urbana;Hombre;Soltero;36;Deportivo;Bajo;4;5mas;No;2024;67.44;1
13417;May;Pontiac;Urbana;Hombre;Casado;36;Sedan;Medio;2;5mas;No;2024;13.94;1
13418;Oct;Chevrolet;Rural;Hombre;Casado;28;Carga;Alto;4;5mas;No;2024;169.40;0
13419;Sep;Chevrolet;Urbana;Hombre;Casado;47;Deportivo;Alto;4;5mas;No;2024;223.97;1
13420;Sep;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;3;0y;No;2024;210.22;1
13421;Mar;Pontiac;Urbana;Hombre;Casado;35;Sedan;Bajo;2;5mas;No;2024;226.13;1
13422;Nov;Honda;Urbana;Hombre;Casado;26;Deportivo;Bajo;2;5mas;No;2024;290.90;1
13423;Ago;Mazda;Urbana;Hombre;Soltero;55;Deportivo;Bajo;1;5mas;No;2024;60.25;0
13424;Abr;Mazda;Urbana;Hombre;Casado;74;Deportivo;Bajo;2;5mas;No;2024;281.77;0
13425;Abr;Honda;Urbana;Hombre;Casado;54;Deportivo;Bajo;1;5mas;No;2024;185.00;0
13426;Jul;Toyota;Urbana;Mujer;Casado;30;Sedan;Bajo;1;5mas;No;2024;3.79;0
13427;Sep;Pontiac;Urbana;Hombre;Casado;48;Sedan;Medio;3;5mas;No;2024;79.58;1
13428;Dic;Pontiac;Urbana;Mujer;Casado;33;Sedan;Bajo;3;5mas;No;2024;83.90;1
13429;Nov;Toyota;Urbana;Hombre;Soltero;29;Deportivo;Bajo;4;5mas;No;2024;88.88;1
13430;Oct;Pontiac;Urbana;Hombre;Casado;40;Sedan;Bajo;1;5mas;No;2024;154.13;1
13431;Jul;Chevrolet;Rural;Hombre;Casado;37;Carga;Alto;1;5mas;No;2024;14.92;1
13432;Ago;Pontiac;Urbana;Mujer;Soltero;43;Sedan;Bajo;1;5mas;No;2024;69.21;1
13433;Ago;Honda;Urbana;Hombre;Soltero;30;Deportivo;Alto;1;5mas;No;2024;143.59;1
13434;Abr;Accura;Urbana;Hombre;Casado;60;Sedan;Bajo;1;5mas;No;2024;60.65;0
13435;Jul;Chevrolet;Urbana;Mujer;Casado;37;Deportivo;Bajo;2;5mas;No;2024;703.49;1
13436;Jun;Saturn;Urbana;Hombre;Casado;38;Sedan;Medio;2;5mas;No;2024;100.40;1
13437;Jul;Mazda;Urbana;Mujer;Otro;55;Sedan;Medio;2;5mas;No;2024;19.86;1
13438;Jul;Pontiac;Urbana;Hombre;Soltero;34;Sedan;Bajo;3;5mas;No;2024;55.12;1
13439;Dic;Pontiac;Urbana;Hombre;Casado;39;Sedan;Bajo;3;5mas;No;2024;191.40;1
13440;Ago;Mazda;Urbana;Hombre;Casado;62;Sedan;Bajo;1;5mas;No;2024;255.37;1
13441;Jun;Accura;Urbana;Hombre;Soltero;38;Sedan;Alto;1;5mas;No;2024;125.70;1
13442;May;Toyota;Urbana;Hombre;Casado;56;Sedan;Bajo;4;5mas;No;2024;13.86;1
13443;Ago;Toyota;Urbana;Hombre;Casado;70;Sedan;Bajo;4;5mas;No;2024;97.75;1
13444;Nov;Honda;Urbana;Hombre;Casado;29;Deportivo;Medio;2;5mas;No;2024;143.06;1
13445;Abr;Mazda;Urbana;Hombre;Casado;37;Deportivo;Bajo;3;5mas;No;2024;151.98;1
13446;Oct;Pontiac;Urbana;Mujer;Casado;35;Sedan;Bajo;1;5mas;No;2024;475.81;0
13447;Oct;Ford;Urbana;Hombre;Casado;49;Deportivo;Alto;4;5mas;No;2024;185.38;1
13448;Jul;Toyota;Urbana;Hombre;Casado;46;Deportivo;Medio;1;5mas;No;2024;113.65;1
13449;Jul;Toyota;Urbana;Hombre;Casado;55;Sedan;Bajo;1;5mas;No;2024;9.39;1
13450;Jun;Chevrolet;Urbana;Hombre;Casado;52;Deportivo;Medio;2;5mas;No;2024;127.73;1
13451;Jun;Pontiac;Urbana;Hombre;Casado;46;Carga;Medio;2;5mas;No;2024;30.82;1
13452;Jun;Pontiac;Urbana;Hombre;Casado;43;Deportivo;Bajo;1;5mas;No;2024;140.03;1
13453;Jun;Pontiac;Urbana;Hombre;Casado;43;Sedan;Medio;4;5mas;No;2024;191.11;1
13454;Jul;Ford;Urbana;Hombre;Soltero;26;Sedan;Medio;1;5mas;No;2024;52.75;0
13455;Ago;Saab;Urbana;Hombre;Casado;48;Sedan;Medio;1;5mas;No;2024;214.30;1
13456;Jul;Pontiac;Urbana;Mujer;Casado;50;Deportivo;Medio;4;5mas;No;2024;108.55;1
13457;Jun;Mazda;Urbana;Hombre;Casado;33;Sedan;Medio;2;5mas;No;2024;254.70;0
13458;May;Pontiac;Urbana;Mujer;Casado;26;Sedan;Medio;4;5mas;No;2024;49.67;1
13459;Jul;Mazda;Urbana;Hombre;Soltero;35;Sedan;Bajo;2;5mas;No;2024;181.94;1
13460;Oct;Pontiac;Urbana;Hombre;Casado;34;Sedan;Bajo;2;5mas;No;2024;103.53;1
13461;Oct;VW;Urbana;Hombre;Soltero;32;Sedan;Medio;1;5mas;No;2024;260.77;1
13462;Oct;Pontiac;Urbana;Hombre;Soltero;45;Sedan;Bajo;4;5mas;No;2024;217.75;1
13463;Ene;Toyota;Urbana;Hombre;Casado;43;Sedan;Bajo;2;5mas;No;2024;74.77;1
13464;Jun;Toyota;Urbana;Hombre;Soltero;32;Deportivo;Bajo;3;5mas;No;2024;80.21;1
13465;Jul;Honda;Rural;Mujer;Casado;47;Sedan;Bajo;2;5mas;No;2024;23.62;1
13466;Ago;Pontiac;Rural;Hombre;Casado;43;Sedan;Bajo;4;5mas;No;2024;71.75;0
13467;Dic;Pontiac;Urbana;Hombre;Casado;34;Sedan;Bajo;4;5mas;No;2024;215.52;0
13468;Nov;Pontiac;Urbana;Hombre;Casado;44;Deportivo;Bajo;1;5mas;No;2024;35.66;0
13469;Nov;Mazda;Urbana;Hombre;Casado;59;Sedan;Medio;3;5mas;No;2024;66.62;1
13470;Dic;Mazda;Urbana;Hombre;Casado;41;Sedan;Medio;3;5mas;No;2024;113.05;1
13471;Dic;Toyota;Urbana;Hombre;Soltero;66;Sedan;Bajo;2;5mas;No;2024;18.58;1
13472;Jun;Mazda;Urbana;Hombre;Casado;64;Deportivo;Alto;3;5mas;No;2024;116.15;0
13473;May;Dodge;Urbana;Hombre;Casado;39;Deportivo;Medio;2;5mas;No;2024;11.43;1
13474;Oct;Chevrolet;Urbana;Hombre;Casado;53;Deportivo;Medio;2;5mas;No;2024;407.02;1
13475;Oct;Mazda;Urbana;Mujer;Soltero;35;Deportivo;Bajo;1;5mas;No;2024;261.16;1
13476;Ene;Ford;Urbana;Mujer;Soltero;33;Sedan;Bajo;4;5mas;No;2024;136.39;1
13477;Jul;Honda;Urbana;Hombre;Soltero;27;Sedan;Medio;4;5mas;No;2024;21.89;0
13478;Jul;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;3;5mas;No;2024;136.69;1
13479;Jun;Chevrolet;Urbana;Mujer;Soltero;35;Sedan;Bajo;1;5mas;No;2024;242.71;1
13480;Jun;Mazda;Urbana;Hombre;Casado;55;Deportivo;Bajo;4;5mas;No;2024;20.54;1
13481;Sep;Chevrolet;Urbana;Hombre;Casado;50;Sedan;Bajo;1;5mas;No;2024;49.48;0
13482;Jul;Honda;Urbana;Hombre;Casado;37;Sedan;Bajo;2;5mas;No;2024;62.24;1
13483;Nov;Dodge;Urbana;Mujer;Casado;28;Sedan;Bajo;3;5mas;No;2024;4.62;1
13484;Oct;Saab;Urbana;Hombre;Casado;28;Sedan;Medio;3;5mas;No;2024;116.24;1
13485;Ene;Pontiac;Urbana;Hombre;Casado;44;Sedan;Bajo;2;5mas;No;2024;101.98;1
13486;Dic;Pontiac;Rural;Hombre;Casado;63;Sedan;Bajo;4;5mas;No;2024;122.28;1
13487;Jun;Dodge;Urbana;Mujer;Casado;27;Sedan;Bajo;1;5mas;No;2024;178.29;1
13488;May;Pontiac;Urbana;Hombre;Soltero;24;Deportivo;Bajo;4;5mas;No;2024;114.91;0
13489;Jul;Pontiac;Urbana;Mujer;Soltero;27;Sedan;Bajo;1;5mas;No;2024;85.67;0
13490;Mar;Honda;Rural;Hombre;Soltero;0;Sedan;Alto;2;0y;No;2024;73.91;1
13491;Ene;Pontiac;Urbana;Hombre;Soltero;37;Sedan;Bajo;4;5mas;No;2024;106.42;1
13492;Oct;Pontiac;Urbana;Hombre;Casado;49;Sedan;Bajo;1;5mas;No;2024;265.14;0
13493;Nov;Pontiac;Urbana;Hombre;Casado;28;Sedan;Bajo;4;5mas;No;2024;166.85;0
13494;Sep;Honda;Urbana;Hombre;Casado;29;Deportivo;Medio;2;5mas;No;2024;170.77;1
13495;Ene;Pontiac;Urbana;Mujer;Soltero;34;Sedan;Bajo;4;5mas;No;2024;91.44;0
13496;May;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;3;5mas;No;2024;61.47;0
13497;Oct;Mercury;Urbana;Mujer;Soltero;28;Sedan;Bajo;4;5mas;No;2024;69.96;1
13498;Oct;Mazda;Urbana;Hombre;Otro;31;Deportivo;Alto;1;5mas;No;2024;63.27;1
13499;Sep;Chevrolet;Urbana;Hombre;Casado;65;Deportivo;Bajo;2;5mas;No;2024;20.49;1
13500;Feb;Honda;Urbana;Hombre;Soltero;27;Sedan;Bajo;1;5mas;No;2024;7.96;1
13501;Feb;Mazda;Urbana;Hombre;Casado;48;Deportivo;Medio;4;5mas;No;2024;25.84;0
13502;Nov;VW;Urbana;Mujer;Soltero;41;Deportivo;Alto;3;5mas;No;2024;9.45;0
13503;Jul;Mazda;Urbana;Hombre;Casado;37;Deportivo;Medio;4;5mas;No;2024;265.43;1
13504;Jun;Honda;Urbana;Hombre;Casado;49;Deportivo;Alto;2;5mas;No;2024;293.22;1
13505;Oct;Pontiac;Rural;Mujer;Soltero;29;Sedan;Bajo;4;4y;Si;2024;151.96;0
13506;Ene;Mazda;Urbana;Hombre;Casado;33;Deportivo;Medio;1;5mas;No;2024;36.16;1
13507;Jul;Chevrolet;Urbana;Mujer;Casado;27;Sedan;Bajo;1;5mas;No;2024;23.44;0
13508;Jul;Toyota;Urbana;Hombre;Casado;54;Sedan;Bajo;1;5mas;No;2024;624.91;1
13509;May;Pontiac;Urbana;Mujer;Soltero;32;Deportivo;Bajo;2;4y;No;2024;33.25;0
13510;Abr;Honda;Rural;Mujer;Soltero;22;Deportivo;Bajo;2;5mas;No;2024;88.53;1
13511;Oct;Mazda;Urbana;Hombre;Soltero;29;Deportivo;Bajo;1;5mas;No;2024;230.64;1
13512;Oct;Pontiac;Urbana;Hombre;Soltero;25;Deportivo;Bajo;3;4y;No;2024;62.96;0
13513;Oct;Mazda;Urbana;Hombre;Casado;34;Sedan;Medio;1;5mas;No;2024;264.60;1
13514;Oct;Accura;Urbana;Hombre;Casado;28;Sedan;Medio;2;5mas;No;2024;256.58;1
13515;May;Pontiac;Urbana;Mujer;Casado;65;Deportivo;Bajo;4;5mas;No;2024;114.84;0
13516;Sep;Toyota;Urbana;Hombre;Casado;36;Deportivo;Alto;4;5mas;No;2024;67.54;0
13517;Feb;Toyota;Urbana;Hombre;Casado;33;Deportivo;Medio;1;5mas;No;2024;237.42;1
13518;Jul;Mazda;Urbana;Hombre;Soltero;37;Deportivo;Alto;1;5mas;No;2024;104.11;1
13519;Ene;Pontiac;Urbana;Hombre;Casado;47;Deportivo;Bajo;4;5mas;No;2024;18.05;1
13520;Oct;Toyota;Urbana;Hombre;Casado;64;Sedan;Bajo;1;5mas;No;2024;233.79;0
13521;Oct;Toyota;Urbana;Hombre;Casado;28;Deportivo;Bajo;3;5mas;No;2024;97.25;1
13522;Sep;Chevrolet;Urbana;Hombre;Casado;34;Sedan;Bajo;4;5mas;No;2024;137.01;1
13523;Jul;Ford;Urbana;Hombre;Casado;30;Sedan;Medio;1;5mas;No;2024;337.89;1
13524;Ago;Chevrolet;Urbana;Mujer;Soltero;32;Sedan;Bajo;2;3y;No;2024;180.89;1
13525;Jun;Mazda;Urbana;Hombre;Casado;35;Sedan;Bajo;1;5mas;No;2024;113.35;1
13526;Jun;Chevrolet;Urbana;Hombre;Casado;26;Sedan;Medio;4;5mas;No;2024;79.81;1
13527;Nov;VW;Urbana;Mujer;Otro;46;Deportivo;Alto;2;5mas;No;2024;169.41;1
13528;Jul;Toyota;Urbana;Hombre;Casado;48;Sedan;Bajo;1;5mas;No;2024;158.18;1
13529;Ene;Toyota;Urbana;Hombre;Soltero;29;Sedan;Bajo;4;5mas;No;2024;4.86;1
13530;Mar;Mazda;Urbana;Hombre;Casado;45;Deportivo;Alto;1;5mas;No;2024;204.29;1
13531;Ene;Mazda;Urbana;Hombre;Soltero;30;Sedan;Bajo;2;5mas;No;2024;178.39;1
13532;Jun;Chevrolet;Urbana;Hombre;Soltero;59;Sedan;Bajo;4;5mas;No;2024;189.68;0
13533;Oct;VW;Urbana;Hombre;Casado;45;Sedan;Bajo;2;5mas;No;2024;113.63;0
13534;Mar;Honda;Urbana;Hombre;Casado;44;Deportivo;Bajo;1;5mas;No;2024;248.39;0
13535;Jul;Chevrolet;Urbana;Hombre;Casado;60;Sedan;Bajo;3;5mas;No;2024;18.92;0
13536;Feb;Honda;Urbana;Hombre;Casado;37;Sedan;Bajo;3;5mas;No;2024;36.58;1
13537;Ene;Honda;Urbana;Hombre;Casado;52;Sedan;Bajo;4;5mas;No;2024;298.27;1
13538;Ene;Chevrolet;Urbana;Mujer;Casado;48;Sedan;Bajo;4;5mas;No;2024;47.71;0
13539;Ene;Toyota;Urbana;Hombre;Casado;58;Sedan;Bajo;3;5mas;No;2024;277.11;1
13540;Ene;Toyota;Urbana;Hombre;Casado;37;Sedan;Bajo;2;5mas;No;2024;328.29;1
13541;Ene;Pontiac;Urbana;Hombre;Casado;29;Sedan;Bajo;2;5mas;No;2024;85.85;0
13542;Jul;Mazda;Rural;Mujer;Casado;41;Sedan;Medio;3;5mas;No;2024;73.96;0
13543;Ene;Mazda;Rural;Hombre;Casado;36;Deportivo;Bajo;1;5mas;No;2024;74.39;1
13544;Ene;Chevrolet;Urbana;Hombre;Soltero;44;Sedan;Medio;4;5mas;No;2024;436.79;1
13545;Ene;Mazda;Rural;Hombre;Casado;28;Deportivo;Medio;3;5mas;No;2024;120.21;1
13546;Ene;Pontiac;Urbana;Hombre;Soltero;47;Sedan;Bajo;4;5mas;No;2024;221.40;1
13547;Oct;Pontiac;Urbana;Hombre;Casado;77;Sedan;Alto;2;5mas;No;2024;107.45;1
13548;Jul;Toyota;Urbana;Hombre;Soltero;42;Sedan;Bajo;2;5mas;No;2024;223.11;1
13549;Jul;Mazda;Urbana;Hombre;Casado;35;Sedan;Bajo;4;5mas;No;2024;57.03;0
13550;Feb;Mazda;Urbana;Hombre;Casado;43;Sedan;Bajo;1;5mas;No;2024;325.74;0
13551;Feb;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;4;5mas;No;2024;31.13;1
13552;Jul;Mazda;Urbana;Hombre;Casado;38;Sedan;Bajo;2;5mas;No;2024;9.79;0
13553;Dic;Pontiac;Urbana;Hombre;Casado;44;Sedan;Medio;1;5mas;No;2024;32.74;1
13554;Dic;Honda;Urbana;Hombre;Soltero;0;Sedan;Alto;4;0y;No;2024;72.87;0
13555;Mar;Honda;Urbana;Hombre;Casado;39;Sedan;Bajo;4;5mas;No;2024;48.86;0
13556;Feb;Toyota;Urbana;Hombre;Casado;34;Sedan;Bajo;1;5mas;No;2024;313.15;0
13557;Feb;Pontiac;Urbana;Hombre;Soltero;28;Sedan;Bajo;3;5mas;No;2024;220.85;1
13558;Abr;Honda;Urbana;Hombre;Soltero;0;Deportivo;Alto;1;0y;No;2024;127.24;1
13559;Mar;Ford;Urbana;Hombre;Casado;40;Deportivo;Medio;4;5mas;No;2024;42.55;1
13560;Mar;Accura;Urbana;Hombre;Soltero;55;Sedan;Bajo;2;5mas;No;2024;43.70;1
13561;Feb;Dodge;Urbana;Hombre;Casado;39;Sedan;Bajo;1;5mas;No;2024;57.32;0
13562;Feb;Mazda;Urbana;Hombre;Casado;29;Sedan;Medio;3;5mas;No;2024;116.53;0
13563;Feb;Pontiac;Urbana;Hombre;Casado;48;Sedan;Medio;2;5mas;Si;2024;31.75;0
13564;Feb;Pontiac;Urbana;Hombre;Casado;67;Sedan;Bajo;2;5mas;No;2024;76.26;0
13565;Feb;Chevrolet;Urbana;Hombre;Casado;37;Deportivo;Medio;4;5mas;No;2024;310.45;1
13566;Ene;Chevrolet;Urbana;Hombre;Casado;78;Sedan;Alto;1;5mas;No;2024;116.37;1
13567;Ene;Honda;Urbana;Mujer;Casado;49;Deportivo;Bajo;2;5mas;No;2024;158.14;1
13568;Ene;Pontiac;Urbana;Hombre;Casado;42;Deportivo;Bajo;2;5mas;No;2024;489.24;1
13569;Ene;Pontiac;Urbana;Hombre;Casado;26;Deportivo;Medio;2;5mas;No;2024;186.93;1
13570;Mar;BMW;Urbana;Hombre;Casado;55;Deportivo;Bajo;2;5mas;No;2024;250.02;1
13571;Mar;Toyota;Urbana;Hombre;Casado;47;Sedan;Bajo;3;5mas;No;2024;1.25;0
13572;Jun;Honda;Urbana;Hombre;Casado;55;Deportivo;Bajo;2;5mas;No;2024;17.03;1
13573;Jul;Accura;Rural;Hombre;Casado;40;Deportivo;Medio;2;5mas;No;2024;63.47;1
13574;Jul;Toyota;Urbana;Hombre;Casado;59;Sedan;Bajo;4;5mas;No;2024;25.42;1
13575;Mar;Accura;Urbana;Hombre;Casado;51;Sedan;Medio;1;5mas;No;2024;35.55;0
13576;Ene;Accura;Urbana;Hombre;Casado;52;Carga;Alto;3;5mas;No;2024;88.15;1
13577;Ene;Toyota;Urbana;Hombre;Casado;48;Sedan;Bajo;3;5mas;No;2024;29.31;1
13578;Jun;Toyota;Urbana;Hombre;Casado;39;Deportivo;Bajo;4;5mas;No;2024;15.66;1
13579;May;Toyota;Urbana;Mujer;Casado;37;Sedan;Bajo;4;5mas;No;2024;74.80;1
13580;Jul;Mazda;Urbana;Hombre;Casado;57;Carga;Alto;3;5mas;No;2024;208.17;1
13581;Jun;Mazda;Urbana;Hombre;Casado;35;Sedan;Bajo;3;5mas;No;2024;197.04;0
13582;Jul;Chevrolet;Urbana;Hombre;Casado;53;Sedan;Alto;1;5mas;No;2024;44.77;1
